Name,Author,User Rating,Reviews,Price,Year,Genre,Estil_literari,Temas_especificos,Niveles_de_complejidad,Caracteristicas_del_mundo_ficticio,Desarrollo_de_personajes,Enfoque_en_accion_o_reflexion,Longitud_de_la_obra,Epoca_temporal,Nivel_de_detalle_cientifico,Reacciones_emocionales_deseadas
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7,9342,10,2011,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,alegria
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7,9342,10,2012,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_cortas,presente_alterado,aproximacion_especulativa,reflexion_profunda
Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,10927,6,2014,Non Fiction,prosa_poetica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,aproximacion_especulativa,reflexion_profunda
Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,5235,5,2015,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,aproximacion_especulativa,suspense
Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,8916,6,2016,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuro_lejano,aproximacion_especulativa,alegria
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,4.8,2507,8,2018,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,sorpresa
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4,2013,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,sorpresa
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4,2014,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,suspense
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4,2015,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,explicaciones_detalladas,alegria
"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",Jill Twiss,4.9,11881,13,2018,Fiction,narrativa_tecnica,distopias,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,sorpresa
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2013,Non Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,sorpresa
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2014,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,suspense
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2015,Non Fiction,dialogo_intenso,distopias,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,sorpresa
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2016,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,aproximacion_especulativa,alegria
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2017,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,6132,13,2013,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,presente_alterado,aproximacion_especulativa,sorpresa
Leonardo da Vinci,Walter Isaacson,4.5,3014,21,2017,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,alegria
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,4.4,7550,6,2018,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,suspense
Liberty and Tyranny: A Conservative Manifesto,Mark R. Levin,4.8,3828,15,2009,Non Fiction,narrativa_tecnica,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,sorpresa
Life,Keith Richards,4.5,2752,18,2010,Non Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
Little Bee: A Novel,Chris Cleave,4.1,1467,10,2010,Fiction,prosa_poetica,distopias,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
Little Blue Truck,Alice Schertle,4.9,1884,0,2014,Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,alegria
Little Fires Everywhere,Celeste Ng,4.5,25706,12,2018,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,explicaciones_detalladas,suspense
Looking for Alaska,John Green,4.5,8491,7,2014,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,alegria
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,4.2,1649,13,2011,Non Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,suspense
Love You Forever,Robert Munsch,4.8,18613,5,2014,Fiction,narrativa_tecnica,distopias,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,alegria
Love You Forever,Robert Munsch,4.8,18613,5,2015,Fiction,prosa_poetica,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,alegria
Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,4.8,9867,16,2018,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,4.5,1386,20,2014,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_cortas,futuro_lejano,explicaciones_detalladas,alegria
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,10199,11,2017,Non Fiction,dialogo_intenso,distopias,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,suspense
"Mastering the Art of French Cooking, Vol. 2",Julia Child,4.8,2926,27,2009,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,alegria
Milk and Honey,Rupi Kaur,4.7,17739,8,2016,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,alegria
Milk and Honey,Rupi Kaur,4.7,17739,8,2017,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,futuro_lejano,explicaciones_detalladas,suspense
Milk and Honey,Rupi Kaur,4.7,17739,8,2018,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,suspense
Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,4.4,3113,6,2017,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,sorpresa
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10,2014,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,aproximacion_especulativa,suspense
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10,2015,Non Fiction,narrativa_tecnica,distopias,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,suspense
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10,2016,Non Fiction,prosa_poetica,distopias,tramas_complejas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
Mockingjay (The Hunger Games),Suzanne Collins,4.5,26741,8,2010,Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
Mockingjay (The Hunger Games),Suzanne Collins,4.5,26741,8,2011,Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
Mockingjay (The Hunger Games),Suzanne Collins,4.5,26741,8,2012,Fiction,narrativa_tecnica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,alegria
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,5347,16,2019,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,explicaciones_detalladas,suspense
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,7866,11,2019,Non Fiction,dialogo_intenso,distopias,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,explicaciones_detalladas,suspense
New Moon (The Twilight Saga),Stephenie Meyer,4.6,5680,10,2009,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,aproximacion_especulativa,sorpresa
Night (Night),Elie Wiesel,4.7,5178,9,2016,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,aproximacion_especulativa,reflexion_profunda
No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,4.6,8093,14,2012,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,sorpresa
Obama: An Intimate Portrait,Pete Souza,4.9,3192,22,2017,Non Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,suspense
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2012,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2013,Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,presente_alterado,explicaciones_detalladas,reflexion_profunda
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2014,Fiction,prosa_poetica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,suspense
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2015,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,alegria
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016,Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,suspense
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,suspense
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,alegria
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,sorpresa
Old School (Diary of a Wimpy Kid #10),Jeff Kinney,4.8,6169,7,2015,Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuro_lejano,explicaciones_detalladas,alegria
Olive Kitteridge,Elizabeth Strout,4.2,4519,12,2009,Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,futuro_lejano,aproximacion_especulativa,suspense
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13,2011,Non Fiction,prosa_poetica,realidades_virtuales,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,alegria
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13,2012,Non Fiction,prosa_poetica,distopias,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_cortas,futuro_lejano,aproximacion_especulativa,alegria
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,1831,9,2017,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
Origin: A Novel (Robert Langdon),Dan Brown,4.3,18904,13,2017,Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,sorpresa
Orphan Train,Christina Baker Kline,4.6,21930,11,2014,Fiction,prosa_poetica,distopias,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,alegria
Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20,2009,Non Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_medianas,presente_alterado,explicaciones_detalladas,alegria
Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20,2010,Non Fiction,dialogo_intenso,distopias,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,2018,Non Fiction,prosa_poetica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,presente_alterado,aproximacion_especulativa,reflexion_profunda
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,2019,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,presente_alterado,aproximacion_especulativa,alegria
Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Rick Riordan,4.8,548,2,2010,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,sorpresa
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2017,Fiction,narrativa_tecnica,distopias,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,alegria
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2018,Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,sorpresa
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2019,Fiction,prosa_poetica,distopias,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,sorpresa
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,3503,9,2016,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,futuros_cercanos,aproximacion_especulativa,suspense
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10,2012,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,novelas_medianas,futuro_lejano,explicaciones_detalladas,suspense
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10,2013,Non Fiction,dialogo_intenso,distopias,tramas_complejas,tecnologias_futuristas,personajes_planos,narrativas_reflexivas,epicos_extensos,presente_alterado,explicaciones_detalladas,reflexion_profunda
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2009,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_complejas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,sorpresa
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2010,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,presente_alterado,aproximacion_especulativa,sorpresa
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2011,Non Fiction,dialogo_intenso,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,suspense
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2012,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2013,Non Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,futuro_lejano,explicaciones_detalladas,sorpresa
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2014,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2015,Non Fiction,narrativa_tecnica,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,novelas_cortas,presente_alterado,explicaciones_detalladas,suspense
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2016,Non Fiction,narrativa_tecnica,realidades_virtuales,tramas_sencillas,tecnologias_futuristas,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuro_lejano,aproximacion_especulativa,suspense
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2017,Non Fiction,dialogo_intenso,distopias,tramas_sencillas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_cortas,futuros_cercanos,aproximacion_especulativa,alegria
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2018,Non Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_cortas,futuro_lejano,explicaciones_detalladas,sorpresa
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4757,4,2017,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,futuros_cercanos,aproximacion_especulativa,suspense
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,20,2012,Non Fiction,dialogo_intenso,realidades_virtuales,tramas_complejas,sociedades_aliens,personajes_planos,narrativas_reflexivas,novelas_cortas,presente_alterado,aproximacion_especulativa,reflexion_profunda
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,7,2013,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,aproximacion_especulativa,sorpresa
Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985,9,2010,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,alegria
Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985,9,2011,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,explicaciones_detalladas,suspense
Ready Player One: A Novel,Ernest Cline,4.6,22536,12,2017,Fiction,prosa_poetica,distopias,tramas_sencillas,sociedades_aliens,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuros_cercanos,explicaciones_detalladas,sorpresa
Ready Player One: A Novel,Ernest Cline,4.6,22536,12,2018,Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,reflexion_profunda
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,7150,12,2013,Fiction,prosa_poetica,distopias,tramas_complejas,mundos_alternativos,personajes_planos,accion_y_aventura,novelas_cortas,futuro_lejano,aproximacion_especulativa,suspense
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,3836,12,2014,Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_planos,accion_y_aventura,novelas_medianas,futuro_lejano,aproximacion_especulativa,reflexion_profunda
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,2018,Non Fiction,prosa_poetica,distopias,tramas_complejas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,epicos_extensos,futuro_lejano,explicaciones_detalladas,suspense
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,2019,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,tecnologias_futuristas,personajes_planos,accion_y_aventura,epicos_extensos,futuro_lejano,explicaciones_detalladas,suspense
Sarah's Key,Tatiana de Rosnay,4.6,3619,10,2010,Fiction,narrativa_tecnica,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_complejos,narrativas_reflexivas,novelas_cortas,presente_alterado,explicaciones_detalladas,sorpresa
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6,2018,Non Fiction,prosa_poetica,futuros_postapocalipticos,tramas_sencillas,sociedades_aliens,personajes_complejos,accion_y_aventura,epicos_extensos,presente_alterado,explicaciones_detalladas,suspense
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6,2019,Non Fiction,dialogo_intenso,futuros_postapocalipticos,tramas_complejas,mundos_alternativos,personajes_planos,narrativas_reflexivas,novelas_medianas,presente_alterado,aproximacion_especulativa,sorpresa
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366,9,2015,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,mundos_alternativos,personajes_complejos,accion_y_aventura,epicos_extensos,futuro_lejano,aproximacion_especulativa,suspense
Sh*t My Dad Says,Justin Halpern,4.7,1265,11,2010,Non Fiction,dialogo_intenso,distopias,tramas_complejas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_cortas,futuros_cercanos,explicaciones_detalladas,alegria
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923,16,2018,Non Fiction,prosa_poetica,realidades_virtuales,tramas_sencillas,sociedades_aliens,personajes_planos,accion_y_aventura,novelas_medianas,futuros_cercanos,explicaciones_detalladas,sorpresa
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,4.1,2272,6,2013,Non Fiction,narrativa_tecnica,viajes_en_el_tiempo,tramas_sencillas,tecnologias_futuristas,personajes_complejos,accion_y_aventura,novelas_cortas,futuros_cercanos,aproximacion_especulativa,suspense
