book_id,genres
23330253,"['non-fiction', 'comics, graphic', 'history, historical fiction, biography']"
9777,"['fiction', 'history, historical fiction, biography', 'romance']"
21489683,"['mystery, thriller, crime', 'fiction']"
652669,"['fiction', 'mystery, thriller, crime']"
18046811,[]
34121266,['non-fiction']
4003436,"['fantasy, paranormal', 'fiction']"
26514265,"['romance', 'fiction']"
3191898,['non-fiction']
12733205,"['fantasy, paranormal', 'mystery, thriller, crime', 'romance', 'fiction']"
320132,"['non-fiction', 'fantasy, paranormal', 'history, historical fiction, biography']"
13517498,"['fantasy, paranormal', 'romance', 'young-adult', 'mystery, thriller, crime']"
848432,"['fiction', 'history, historical fiction, biography', 'young-adult']"
28588,"['fiction', 'fantasy, paranormal', 'romance']"
3217221,"['comics, graphic', 'fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'young-adult']"
450417,"['non-fiction', 'history, historical fiction, biography', 'poetry', 'children']"
9677037,"['children', 'fiction', 'non-fiction', 'young-adult']"
429888,"['fantasy, paranormal', 'fiction', 'young-adult', 'romance']"
18184303,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fantasy, paranormal']"
16442,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
30325865,['fiction']
15792001,"['fiction', 'non-fiction', 'history, historical fiction, biography']"
23559670,"['fantasy, paranormal', 'fiction']"
18952341,"['fantasy, paranormal', 'fiction', 'young-adult', 'history, historical fiction, biography']"
11805486,"['fantasy, paranormal', 'mystery, thriller, crime', 'young-adult', 'fiction', 'children']"
16002614,"['mystery, thriller, crime', 'fiction']"
16066586,"['young-adult', 'mystery, thriller, crime', 'fiction', 'romance']"
17255435,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction']"
22554204,"['comics, graphic', 'fantasy, paranormal', 'young-adult', 'fiction', 'mystery, thriller, crime', 'children']"
13508104,['fiction']
28789704,"['non-fiction', 'children']"
17162149,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'children']"
11082037,"['fiction', 'mystery, thriller, crime']"
2750008,['non-fiction']
60814,"['history, historical fiction, biography', 'fiction', 'romance', 'fantasy, paranormal', 'mystery, thriller, crime']"
580305,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
21468747,"['non-fiction', 'history, historical fiction, biography']"
11174734,"['mystery, thriller, crime']"
269041,['non-fiction']
6426,"['mystery, thriller, crime', 'romance', 'fiction']"
833187,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
7077917,"['fiction', 'romance', 'fantasy, paranormal']"
13644052,"['romance', 'fantasy, paranormal', 'young-adult', 'fiction']"
8680278,"['young-adult', 'romance', 'fiction']"
7143113,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
15994367,"['fiction', 'fantasy, paranormal', 'young-adult', 'non-fiction']"
15745418,[]
23074143,"['romance', 'mystery, thriller, crime', 'fiction', 'children', 'young-adult']"
10965813,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
36038803,['romance']
9144640,"['romance', 'history, historical fiction, biography', 'fiction', 'fantasy, paranormal']"
169014,"['non-fiction', 'fiction', 'history, historical fiction, biography']"
667,"['fiction', 'fantasy, paranormal', 'young-adult', 'romance']"
662,"['fiction', 'fantasy, paranormal', 'romance', 'mystery, thriller, crime', 'non-fiction', 'history, historical fiction, biography']"
3234739,['non-fiction']
6477793,['fiction']
2978,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'mystery, thriller, crime', 'young-adult']"
159069,"['fantasy, paranormal', 'young-adult', 'fiction', 'children']"
2657,"['fiction', 'history, historical fiction, biography', 'young-adult', 'mystery, thriller, crime']"
2654,"['fiction', 'history, historical fiction, biography', 'young-adult', 'mystery, thriller, crime']"
16127237,"['fiction', 'romance']"
122638,"['fiction', 'romance', 'history, historical fiction, biography']"
29794,"['history, historical fiction, biography', 'non-fiction', 'mystery, thriller, crime', 'children']"
759945,['non-fiction']
18335634,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
27416063,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fiction']"
1372693,"['young-adult', 'fiction', 'mystery, thriller, crime', 'romance']"
11737363,"['non-fiction', 'history, historical fiction, biography']"
12881371,['fiction']
294042,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography', 'fantasy, paranormal']"
13433092,['fiction']
13129925,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'comics, graphic', 'young-adult']"
16745884,"['romance', 'history, historical fiction, biography', 'fiction', 'young-adult', 'mystery, thriller, crime']"
279944,"['mystery, thriller, crime']"
29328096,['non-fiction']
34076952,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance']"
34219007,"['mystery, thriller, crime', 'fiction']"
7180727,"['mystery, thriller, crime', 'fiction', 'romance', 'children']"
20874139,"['fiction', 'history, historical fiction, biography', 'romance', 'fantasy, paranormal', 'young-adult']"
728903,"['fiction', 'fantasy, paranormal', 'history, historical fiction, biography', 'romance', 'mystery, thriller, crime', 'non-fiction']"
15096288,"['history, historical fiction, biography', 'romance', 'fiction']"
1767659,['non-fiction']
17313682,"['mystery, thriller, crime', 'fiction']"
40051,"['fiction', 'romance', 'history, historical fiction, biography']"
12307507,[]
15790837,"['non-fiction', 'fiction', 'history, historical fiction, biography']"
13198856,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
7551220,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
18373348,"['comics, graphic', 'fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
18373347,"['comics, graphic', 'fiction', 'young-adult', 'mystery, thriller, crime', 'history, historical fiction, biography', 'children']"
10675,"['non-fiction', 'comics, graphic']"
66655,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
26136567,"['fiction', 'history, historical fiction, biography', 'romance', 'non-fiction']"
68098,"['mystery, thriller, crime', 'fiction']"
68099,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
16103548,"['children', 'fiction']"
19248807,"['fiction', 'history, historical fiction, biography', 'young-adult', 'fantasy, paranormal']"
17207097,"['romance', 'mystery, thriller, crime', 'fiction']"
17707526,"['fiction', 'fantasy, paranormal']"
11408650,"['young-adult', 'fantasy, paranormal', 'romance', 'mystery, thriller, crime', 'fiction']"
13069935,"['young-adult', 'fiction', 'romance']"
401731,"['young-adult', 'fiction', 'mystery, thriller, crime', 'children']"
3679,"['fiction', 'non-fiction']"
19351,"['poetry', 'fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'non-fiction']"
18760477,[]
34558350,"['mystery, thriller, crime', 'fiction']"
27126,"['non-fiction', 'fiction', 'history, historical fiction, biography', 'romance']"
89717,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
34444389,"['mystery, thriller, crime', 'fiction', 'young-adult']"
1005,['non-fiction']
13140588,"['fiction', 'romance', 'history, historical fiction, biography', 'young-adult']"
257543,"['non-fiction', 'fiction']"
261331,"['fiction', 'history, historical fiction, biography', 'romance', 'mystery, thriller, crime', 'young-adult']"
29648,"['fiction', 'non-fiction', 'romance', 'history, historical fiction, biography']"
12317217,"['fantasy, paranormal', 'children', 'fiction', 'young-adult', 'mystery, thriller, crime']"
17787146,"['mystery, thriller, crime', 'fiction', 'romance']"
18108877,"['young-adult', 'fiction', 'fantasy, paranormal', 'history, historical fiction, biography', 'romance', 'mystery, thriller, crime']"
23962807,"['romance', 'fiction']"
16101100,"['non-fiction', 'history, historical fiction, biography']"
507069,"['fiction', 'history, historical fiction, biography', 'romance', 'young-adult']"
455933,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'young-adult', 'children', 'romance', 'mystery, thriller, crime']"
17349104,"['fiction', 'mystery, thriller, crime']"
34851247,"['fiction', 'fantasy, paranormal', 'history, historical fiction, biography', 'romance']"
534450,"['non-fiction', 'romance', 'poetry']"
27876965,"['non-fiction', 'comics, graphic', 'fiction', 'history, historical fiction, biography']"
7036191,"['fiction', 'fantasy, paranormal']"
31426848,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fantasy, paranormal']"
27161964,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
11178225,"['fiction', 'history, historical fiction, biography', 'young-adult', 'mystery, thriller, crime', 'romance']"
13033665,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
3125008,"['young-adult', 'romance', 'fiction', 'fantasy, paranormal']"
717709,['fiction']
1251032,"['young-adult', 'fantasy, paranormal', 'fiction', 'romance', 'mystery, thriller, crime', 'comics, graphic']"
1301187,['poetry']
6307964,"['fiction', 'fantasy, paranormal', 'history, historical fiction, biography']"
28950627,"['history, historical fiction, biography', 'romance', 'fantasy, paranormal']"
419471,"['history, historical fiction, biography', 'romance', 'fiction', 'fantasy, paranormal']"
239399,"['fiction', 'fantasy, paranormal']"
7192753,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
8814469,"['fantasy, paranormal', 'fiction', 'romance', 'non-fiction', 'young-adult']"
1225261,"['mystery, thriller, crime', 'fiction']"
2129446,['non-fiction']
13149874,"['non-fiction', 'history, historical fiction, biography']"
11881904,"['fiction', 'mystery, thriller, crime']"
27212409,"['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
10844212,['non-fiction']
18739426,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'romance', 'young-adult']"
5557442,"['fiction', 'history, historical fiction, biography']"
12360050,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fantasy, paranormal']"
8064751,"['young-adult', 'mystery, thriller, crime', 'fantasy, paranormal', 'fiction']"
8064753,"['young-adult', 'mystery, thriller, crime', 'fantasy, paranormal', 'fiction']"
1737870,"['history, historical fiction, biography', 'non-fiction', 'mystery, thriller, crime', 'fiction', 'comics, graphic']"
95707,"['non-fiction', 'fiction']"
17553465,"['romance', 'mystery, thriller, crime', 'young-adult']"
25831596,"['young-adult', 'fantasy, paranormal', 'fiction', 'romance', 'mystery, thriller, crime']"
2178353,"['history, historical fiction, biography', 'non-fiction', 'mystery, thriller, crime']"
16133901,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography', 'children']"
12918680,"['romance', 'fiction', 'mystery, thriller, crime']"
44652,"['fantasy, paranormal', 'young-adult', 'fiction', 'children']"
35092748,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
18402,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
18405,"['fiction', 'history, historical fiction, biography', 'romance']"
274607,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
7258212,"['history, historical fiction, biography', 'non-fiction', 'fiction']"
16050680,"['romance', 'young-adult', 'fiction']"
15832496,"['fiction', 'history, historical fiction, biography', 'romance', 'mystery, thriller, crime']"
190507,"['fiction', 'history, historical fiction, biography', 'romance', 'fantasy, paranormal', 'mystery, thriller, crime']"
7856894,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'romance']"
119427,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal', 'young-adult']"
1898,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'comics, graphic']"
15775534,"['fantasy, paranormal', 'fiction', 'children', 'comics, graphic', 'young-adult']"
10376841,"['history, historical fiction, biography', 'non-fiction', 'fiction']"
8855321,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
7159515,"['mystery, thriller, crime', 'fiction']"
332613,"['fiction', 'history, historical fiction, biography']"
13127833,"['mystery, thriller, crime', 'fiction']"
745364,"['history, historical fiction, biography', 'non-fiction', 'fiction']"
17681595,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fiction']"
5978729,['non-fiction']
7926242,"['mystery, thriller, crime', 'fiction']"
22369139,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
60937,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal']"
60935,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
60932,"['fiction', 'fantasy, paranormal']"
60931,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'young-adult']"
7672380,"['fiction', 'fantasy, paranormal']"
18339790,"['non-fiction', 'comics, graphic']"
22261576,"['mystery, thriller, crime', 'romance']"
22393530,"['fantasy, paranormal', 'romance']"
13142648,"['comics, graphic']"
31450852,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'mystery, thriller, crime']"
15811520,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
5322151,"['fantasy, paranormal', 'young-adult', 'children', 'fiction']"
31686192,"['non-fiction', 'fiction']"
14832272,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal']"
714571,"['fiction', 'history, historical fiction, biography', 'romance', 'young-adult', 'fantasy, paranormal']"
28114515,['fiction']
3090465,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction']"
265525,"['non-fiction', 'comics, graphic', 'fiction']"
7924374,['non-fiction']
17262022,"['fiction', 'romance', 'poetry']"
526208,['non-fiction']
7195969,"['fantasy, paranormal', 'fiction', 'romance', 'young-adult']"
768376,"['young-adult', 'fiction', 'children', 'mystery, thriller, crime', 'history, historical fiction, biography']"
103180,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fiction']"
11692893,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography']"
3453791,"['fantasy, paranormal', 'young-adult', 'fiction', 'children', 'history, historical fiction, biography', 'mystery, thriller, crime']"
8262751,"['fiction', 'mystery, thriller, crime']"
16160499,"['fiction', 'young-adult']"
18667792,"['young-adult', 'fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fantasy, paranormal', 'romance']"
3390873,"['fiction', 'non-fiction']"
535391,"['fantasy, paranormal', 'young-adult', 'fiction', 'children', 'romance']"
567795,"['romance', 'non-fiction']"
18002440,['romance']
18465356,"['fiction', 'fantasy, paranormal', 'romance', 'mystery, thriller, crime', 'young-adult']"
13414282,"['fantasy, paranormal', 'fiction', 'romance', 'history, historical fiction, biography', 'young-adult', 'mystery, thriller, crime']"
8349673,"['romance', 'fiction']"
16248068,"['young-adult', 'romance', 'fantasy, paranormal', 'fiction']"
13281727,"['mystery, thriller, crime', 'fiction', 'romance']"
12449072,['romance']
3392089,"['fiction', 'history, historical fiction, biography', 'romance', 'fantasy, paranormal', 'mystery, thriller, crime']"
666993,"['poetry', 'non-fiction', 'romance', 'fiction']"
6713634,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
233093,"['children', 'fiction', 'poetry', 'fantasy, paranormal', 'young-adult']"
3067577,"['fantasy, paranormal', 'fiction', 'young-adult', 'romance']"
7438179,"['fiction', 'fantasy, paranormal']"
8253711,"['young-adult', 'fiction', 'romance', 'mystery, thriller, crime']"
701937,"['young-adult', 'fiction', 'history, historical fiction, biography', 'romance']"
15707526,"['fantasy, paranormal', 'fiction', 'romance', 'young-adult']"
13266950,"['mystery, thriller, crime', 'young-adult', 'fiction']"
49465,"['fiction', 'history, historical fiction, biography', 'non-fiction', 'romance']"
1860201,"['mystery, thriller, crime', 'fiction', 'fantasy, paranormal']"
15706923,"['romance', 'fantasy, paranormal']"
1457790,"['mystery, thriller, crime', 'fiction']"
13547949,"['romance', 'fiction']"
75479,"['fiction', 'mystery, thriller, crime', 'romance']"
12989115,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'mystery, thriller, crime']"
6323170,['fiction']
893506,"['comics, graphic', 'fiction']"
12726547,"['fiction', 'fantasy, paranormal']"
13060608,"['young-adult', 'fantasy, paranormal', 'romance', 'fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
773480,"['children', 'fiction', 'young-adult']"
6604712,"['non-fiction', 'fiction', 'history, historical fiction, biography']"
9554832,"['fiction', 'romance']"
22005479,"['non-fiction', 'young-adult', 'history, historical fiction, biography', 'comics, graphic']"
2685009,"['mystery, thriller, crime', 'romance', 'young-adult']"
6809137,"['non-fiction', 'children']"
21433310,"['fiction', 'romance', 'mystery, thriller, crime']"
10599805,"['fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
8755555,"['mystery, thriller, crime', 'fiction']"
24297,"['fiction', 'history, historical fiction, biography', 'young-adult', 'children', 'fantasy, paranormal']"
36114621,"['non-fiction', 'mystery, thriller, crime', 'comics, graphic']"
10008312,"['fiction', 'fantasy, paranormal', 'young-adult', 'history, historical fiction, biography']"
172662,"['poetry', 'history, historical fiction, biography']"
22609348,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
12838503,"['young-adult', 'fiction', 'history, historical fiction, biography', 'non-fiction']"
2548866,"['fantasy, paranormal', 'young-adult', 'fiction', 'children', 'mystery, thriller, crime']"
20764879,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance', 'history, historical fiction, biography']"
27859950,"['comics, graphic', 'fiction', 'fantasy, paranormal']"
18528892,[]
16356129,"['fantasy, paranormal', 'young-adult', 'fiction', 'children', 'mystery, thriller, crime', 'romance']"
17412093,"['fantasy, paranormal', 'romance', 'fiction']"
50776,"['fiction', 'history, historical fiction, biography', 'romance']"
5931576,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'comics, graphic']"
13345975,"['romance', 'young-adult', 'fiction']"
29847151,"['fiction', 'history, historical fiction, biography', 'fantasy, paranormal', 'mystery, thriller, crime']"
24955606,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
12090,['fiction']
10041173,"['comics, graphic', 'fiction', 'non-fiction', 'history, historical fiction, biography', 'young-adult', 'romance']"
303644,"['history, historical fiction, biography', 'mystery, thriller, crime', 'non-fiction']"
303643,"['history, historical fiction, biography', 'non-fiction']"
459064,"['fantasy, paranormal', 'fiction']"
2638701,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fiction']"
23341862,"['non-fiction', 'history, historical fiction, biography']"
74777,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'romance']"
13573427,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
18338455,"['history, historical fiction, biography', 'fiction', 'children', 'young-adult', 'fantasy, paranormal', 'non-fiction']"
2546129,"['fantasy, paranormal', 'young-adult', 'mystery, thriller, crime']"
6713575,"['non-fiction', 'history, historical fiction, biography']"
331070,"['fiction', 'mystery, thriller, crime']"
18298225,"['young-adult', 'romance', 'fiction']"
22072059,"['romance', 'young-adult', 'mystery, thriller, crime', 'fiction']"
13625806,"['romance', 'fiction', 'young-adult']"
13625800,"['romance', 'fiction', 'young-adult']"
30009676,"['non-fiction', 'history, historical fiction, biography']"
2267679,"['fiction', 'romance', 'young-adult']"
17694319,"['fantasy, paranormal', 'fiction', 'poetry', 'young-adult']"
7882217,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance', 'history, historical fiction, biography', 'children']"
378,"['fantasy, paranormal', 'fiction', 'children', 'young-adult']"
11597,"['mystery, thriller, crime', 'fantasy, paranormal', 'fiction']"
11590,"['mystery, thriller, crime', 'fantasy, paranormal', 'fiction']"
12969575,"['young-adult', 'romance', 'fiction']"
18652002,"['fiction', 'fantasy, paranormal']"
111311,"['fiction', 'romance', 'young-adult', 'non-fiction', 'mystery, thriller, crime']"
77366,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance', 'children']"
55036,"['history, historical fiction, biography', 'non-fiction', 'fiction']"
55030,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'fantasy, paranormal']"
106033,"['comics, graphic', 'mystery, thriller, crime', 'fiction']"
17333223,"['fiction', 'mystery, thriller, crime']"
17333227,"['mystery, thriller, crime', 'fiction']"
19749761,"['non-fiction', 'history, historical fiction, biography']"
4962439,['non-fiction']
302998,"['fiction', 'young-adult', 'history, historical fiction, biography']"
98047,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
20319521,"['fiction', 'mystery, thriller, crime']"
19366431,"['fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime']"
11557969,"['young-adult', 'fiction', 'children']"
27827203,"['young-adult', 'romance', 'fantasy, paranormal', 'fiction']"
23398959,"['romance', 'fiction']"
44399,['non-fiction']
211728,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography']"
23844148,"['fantasy, paranormal', 'young-adult', 'fiction']"
27280284,['fiction']
51964,"['fiction', 'fantasy, paranormal']"
19399910,[]
415463,"['fantasy, paranormal', 'fiction', 'young-adult', 'children']"
29857578,"['fiction', 'mystery, thriller, crime']"
18053060,"['young-adult', 'fiction', 'fantasy, paranormal', 'romance', 'mystery, thriller, crime']"
13552164,"['romance', 'fiction']"
11163180,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
2986865,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance', 'history, historical fiction, biography']"
13368166,"['young-adult', 'fantasy, paranormal', 'fiction', 'mystery, thriller, crime']"
263623,"['fiction', 'history, historical fiction, biography', 'young-adult', 'children', 'mystery, thriller, crime']"
18806076,[]
13545075,"['young-adult', 'fiction', 'fantasy, paranormal', 'romance', 'mystery, thriller, crime']"
25690645,"['fiction', 'young-adult', 'mystery, thriller, crime', 'fantasy, paranormal', 'romance']"
22570793,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
24471045,"['fantasy, paranormal', 'children', 'fiction', 'young-adult', 'history, historical fiction, biography', 'mystery, thriller, crime']"
26143415,"['mystery, thriller, crime', 'fiction', 'history, historical fiction, biography', 'romance']"
16039308,"['young-adult', 'fantasy, paranormal', 'romance', 'fiction', 'mystery, thriller, crime']"
149214,"['romance', 'young-adult', 'fiction']"
9534,"['fiction', 'fantasy, paranormal', 'young-adult']"
9532,"['fiction', 'young-adult', 'fantasy, paranormal', 'children']"
9530,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fiction', 'comics, graphic']"
8619684,"['non-fiction', 'fiction', 'young-adult']"
7052836,"['mystery, thriller, crime', 'fiction']"
16183758,[]
18081633,"['romance', 'young-adult', 'fiction']"
8649656,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
13605490,"['romance', 'fiction']"
22875451,"['romance', 'fiction', 'young-adult']"
3065402,['non-fiction']
9884770,['fiction']
17096,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
17825872,['romance']
4703450,"['fantasy, paranormal', 'fiction', 'romance', 'young-adult']"
32511982,"['fiction', 'history, historical fiction, biography', 'young-adult']"
21124957,['romance']
25313208,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
16181775,"['fiction', 'romance']"
374840,"['comics, graphic', 'fiction', 'fantasy, paranormal']"
12444260,"['fiction', 'history, historical fiction, biography']"
15818343,"['fiction', 'romance']"
171347,"['fiction', 'romance']"
9596760,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
135484,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic', 'young-adult']"
26211610,"['romance', 'young-adult', 'fiction']"
860566,"['fiction', 'history, historical fiction, biography']"
518848,"['young-adult', 'fantasy, paranormal', 'romance', 'fiction', 'children']"
32191699,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
21865280,['non-fiction']
5168689,"['fiction', 'young-adult', 'children']"
7614652,"['fantasy, paranormal', 'young-adult', 'fiction', 'romance']"
10357306,"['romance', 'fiction', 'mystery, thriller, crime', 'history, historical fiction, biography']"
219942,"['fantasy, paranormal', 'romance', 'fiction']"
22070296,"['romance', 'fiction', 'mystery, thriller, crime']"
15824545,"['romance', 'fantasy, paranormal', 'mystery, thriller, crime', 'fiction']"
228456,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
11233988,"['children', 'fiction', 'fantasy, paranormal', 'mystery, thriller, crime', 'comics, graphic']"
24488233,"['mystery, thriller, crime', 'fiction']"
252896,"['non-fiction', 'young-adult', 'history, historical fiction, biography']"
467915,"['mystery, thriller, crime', 'fiction', 'romance']"
30259004,"['romance', 'fiction']"
12614601,"['non-fiction', 'history, historical fiction, biography']"
23492255,"['fiction', 'history, historical fiction, biography', 'romance']"
17660462,"['history, historical fiction, biography', 'non-fiction', 'comics, graphic', 'fiction']"
9511197,"['history, historical fiction, biography']"
24180418,"['fantasy, paranormal', 'young-adult', 'children', 'fiction']"
22587874,"['mystery, thriller, crime', 'history, historical fiction, biography']"
12455203,"['mystery, thriller, crime', 'fiction', 'fantasy, paranormal', 'romance']"
13330423,"['non-fiction', 'history, historical fiction, biography', 'children']"
20638291,"['comics, graphic', 'fantasy, paranormal', 'fiction', 'history, historical fiction, biography']"
8195411,"['non-fiction', 'history, historical fiction, biography', 'fiction']"
3421541,"['non-fiction', 'history, historical fiction, biography']"
2801664,"['non-fiction', 'history, historical fiction, biography']"
5948936,"['fiction', 'history, historical fiction, biography', 'poetry']"
5948932,['fiction']
1482242,"['young-adult', 'fiction', 'fantasy, paranormal', 'children', 'romance']"
13404803,"['fiction', 'history, historical fiction, biography', 'romance', 'mystery, thriller, crime']"
33810,"['fiction', 'mystery, thriller, crime']"
35800325,"['fantasy, paranormal', 'young-adult', 'romance', 'fiction', 'mystery, thriller, crime']"
7521400,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
27223580,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
35518526,"['romance', 'fiction']"
201617,"['fiction', 'mystery, thriller, crime', 'young-adult']"
13487600,[]
613268,"['fantasy, paranormal', 'romance', 'fiction', 'history, historical fiction, biography']"
927539,"['non-fiction', 'fiction']"
16130311,"['fiction', 'romance', 'young-adult']"
6899436,"['history, historical fiction, biography', 'non-fiction']"
21839344,['children']
543873,"['fiction', 'history, historical fiction, biography', 'young-adult']"
15802899,"['non-fiction', 'history, historical fiction, biography']"
4309574,"['comics, graphic', 'non-fiction', 'poetry', 'fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fantasy, paranormal']"
58550,"['history, historical fiction, biography', 'non-fiction']"
5971288,"['non-fiction', 'children']"
13110703,"['non-fiction', 'history, historical fiction, biography']"
16183,"['fiction', 'history, historical fiction, biography', 'romance']"
241482,['fiction']
241489,['fiction']
4957350,"['fiction', 'history, historical fiction, biography', 'poetry']"
7779,"['children', 'fiction', 'poetry', 'fantasy, paranormal', 'young-adult']"
17192113,"['comics, graphic', 'fantasy, paranormal', 'young-adult']"
1527854,"['fiction', 'romance', 'fantasy, paranormal', 'young-adult']"
79089,"['non-fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
30199414,"['fiction', 'young-adult', 'mystery, thriller, crime']"
25783496,"['history, historical fiction, biography', 'non-fiction']"
12283261,"['young-adult', 'fantasy, paranormal', 'romance', 'fiction']"
31448130,"['comics, graphic', 'fantasy, paranormal', 'fiction', 'mystery, thriller, crime']"
11025555,"['history, historical fiction, biography']"
363369,"['fiction', 'fantasy, paranormal', 'mystery, thriller, crime']"
22010102,"['fiction', 'mystery, thriller, crime']"
32507,"['mystery, thriller, crime', 'fiction']"
32506,"['mystery, thriller, crime', 'fiction']"
23524731,"['fantasy, paranormal', 'romance', 'mystery, thriller, crime', 'fiction', 'young-adult']"
13086525,"['romance', 'fiction']"
13155187,"['non-fiction', 'history, historical fiction, biography']"
18132522,"['romance', 'fiction']"
13152092,"['comics, graphic', 'non-fiction', 'fiction']"
12227046,"['fiction', 'mystery, thriller, crime']"
7619398,"['comics, graphic', 'fiction', 'fantasy, paranormal', 'history, historical fiction, biography', 'mystery, thriller, crime']"
94781,"['fiction', 'fantasy, paranormal']"
28695,"['fantasy, paranormal', 'fiction', 'mystery, thriller, crime']"
10863323,"['history, historical fiction, biography']"
18076780,"['young-adult', 'fantasy, paranormal', 'fiction', 'romance', 'mystery, thriller, crime']"
9780676,"['fiction', 'history, historical fiction, biography']"
18051460,['poetry']
28260495,['non-fiction']
28110143,"['fantasy, paranormal', 'young-adult', 'children', 'fiction']"
